constituency_id,candidate_name,symbol_id
NA-252,Farhat Hussain,196
NA-252,Fazal Rabbi,160
NA-252,Muhammad Ayub Khan,284
NA-252,Muhammad Sajid Hussain,177
NA-252,Muhammad Furqan,71
NA-252,Muhammad Qamar Siddique,17
NA-253,Usama Qadri,159
NA-253,Sarwat Ejaz,272
NA-253,Chaudhary Muhammad Javed Ishaq,12
NA-253,Khalid Mumtaz,284
NA-253,Khawaja Izhar Ul Hassan,173
NA-253,Zain ul Abidin,206
NA-253,Syed Mustafa Kamal,85
NA-253,Abdul Hakim Quaid,17
NA-253,Abdul Waseem,44
NA-253,Omar Omari,204
NA-253,Amber Naeem,93
NA-253,Muhammad Ashraf Jabbar,19
NA-253,Muhammad Amjad Ali,71
NA-253,Muhammad Anzar Siddiq,34
NA-253,Muhammad Farooq Khan,50
NA-253,Muhammad Abid,161
NA-253,Muhammad Usman,235
NA-253,Muhammad Ali,111
NA-253,Munim Zafar Khan,31
NA-254,Afaq Shafqat,50
NA-254,Arshad Abdullah Vohra,85
NA-254,Danish Turabi,101
NA-254,Rashid Naseem,31
NA-254,Syed Rashid Rizvi,196
NA-254,Syed Rehmatullah,90
NA-254,Syed Abdul Mateen,66
NA-254,Syed Muhammad Ali Abidi,282
NA-254,Shaikh Salahuddin,159
NA-254,Qazi Saleem Haider,266
NA-254,Liza Mehdi,12
NA-254,Muhammad Aslam Khan,19
NA-254,Muhammad Iftikhar Alam,11
NA-254,Muhammad Ateeq,71
NA-254,Muhammad Faisal,139
NA-254,Nasir Ahmed,242
NA-254,Wali Muhammad,206
NA-255,Arslan Khan,162
NA-255,Khalid Maqbool Siddiqui,159
NA-255,Zafar Ahmed Siddiqui,12
NA-255,Abdul Samad Sardar,47
NA-255,Ata-ul-Mustafa Jameel Rathor,85
NA-255,Faizan Ahmed,50
NA-255,Muhammad Jawed Hanif Khan,173
NA-255,Muhammad Jameel Ahmed Khan,93
NA-255,Muhammad Zahid Awan,104
NA-255,Muhammad Adeel,71
NA-255,Muhammad Mustaqeem Qurashi,31
NA-255,Muhammad Masood Uddin Ayubi,140
NA-255,Muhammad Kamran Khan,167
NA-255,Mehmood Baqi Molvi,19
NA-255,Nasir Uddin Mehmood,284
NA-256,Ishtiaq Ahmed Shad,242
NA-256,Dost Muhammad Faizi,284
NA-256,Rehan Mansoor,66
NA-256,Zain Aqil,39
NA-256,Syed Sajid Hassan,12
NA-256,Shahid Hussain,145
NA-256,Sofia Yaqoob,162
NA-256,Amir Wali uddin Chishti,159
NA-256,Muhammad Irshad Siddiqui,11
NA-256,Muhammad Afsar Ali Khan,44
NA-256,Muhammad Riaz Haider,212
NA-256,Muhammad Zaman Khan Lodhi,220
NA-256,Muhammad Adil Siddiqui,85
NA-256,Muhammad Ali Qadri,71
NA-256,Muhammad Najeeb Haroon,19
NA-256,Meraj Ul Huda Siddiqui,31
