constituency_id,candidate_name,party_abbreviation,symbol_name
PP-201,ZIA UR REHMAN MUHAMMAD,TLP,Crane 
PP-201,GHULAM NABI MASOOMI,MMA,Book 
PP-201,MUHAMMAD IQBAL,Independent,Tooth Brush 
PP-201,MUHAMMAD HANIF,PML N,Tiger 
PP-201,NAYYER FARID,TLI,Cannon 
PP-218,Allah Rakha,AATPK,Chair 
PP-218,Choudhary Abdul Ghafoor,Independent,Jeep 
PP-218,Zafar Ahmad,PML N,Tiger 
PP-218,Abdul Ghaffar,Independent,Bucket 
PP-218,Muhammad Akhtar,TLP,Crane 
PP-218,Muhammad Wagas Dogar,Independent,Basket 
PP-218,Mazhar lqbal,TLI,Cannon 
PP-218,Mazhar Abbas Raan,PTI,Bat 
PP-218,Malik Muhammad Abbas,PPPP,Arrow 
PP-243,Ghulam Murtaza,PML Z,Helicopter 
PP-243,Waheed Ahmad,Independent,Fan 
PP-243,Mian Abdul Wahid,Independent,Scooter 
PP-243,Mushtaq Ahmad Shahzad,Independent,Hammer 
PP-243,Muhammad Yousaf,TLP,Crane 
PP-243,Muhammad Farooq Ali Akbar,Independent,King 
PP-243,Qamar Zaman,Independent,Bullock Cart 
PP-243,Chaudhry Mazhar Iqbal,PML N,Tiger 
PP-243,Rasheed Ahmad,MMA,Book 
PP-243,Shahid Imran,Independent,Bottle 
PP-243,Abdul Hannan Wahid,Independent,Sheep 
PP-243,Azmat Ali,Independent,Bucket 
PP-243,Ghulam Mujtaba,Independent,Ox 
PP-243,Hamayun Islam,Independent,Sun Flower 
PP-217,AS1F RASOOL AWAN,Independent,Sun Flower 
PP-217,TASNEEM KOUSAR,PML N,Tiger 
PP-217,KHALID MUNEER,MMA,Book 
PP-217,ABDUL KHALIQ,Independent,Rabbit 
PP-217,KALSOOM NAZ,PPPP,Arrow 
PP-217,MUHAMMAD ASHRAF,Independent,Bottle 
PP-217,MUHAMMAD SALMAN,Independent,Bucket 
PP-217,MAKHDOOM SHAH MAHMOOD HUSSAIN QURAtSiFij,PTI,Bat 
PP-217,MAZHAR ABBAS SAJID,Independent,Jeep 
PP-203,JAFFAR HUSSAIN,PPPP,Arrow 
PP-203,IJAZ AHMAD,MMA,Book 
PP-203,SYED KHAWAR ALI SHAH,Independent,Pitcher 
PP-203,SYED RAZA ABBAS,Independent,Knife 
PP-203,SYED MUHMMAD MURTAZA HUSSAIN,PML N,Tiger 
PP-203,ZAHOOR AHMAD,Independent,Tiger 
PP-203,MUHAMMAD AKBAR HAYAT HARAJ,PTI,Bat 
PP-203,MUHAMMAD RIAZ,Independent,Pomegranate 
PP-203,MUHAMMAD SALMAN,Independent,Pencil 
PP-203,MUHAMMAD SALEEM AKHTAR SHAD,AATPK,Chair 
PP-205,Chaudhary Fazal Ur Rehman,PML N,Tiger 
PP-205,Hamid Yar Hiraj,PTI,Bat 
PP-205,Husni Mubarak,MMA,Book 
PP-205,Muhammad Akram,PRHP,Iron 
PP-205,Muhammad Mushtaq,TLP,Crane 
PP-205,Muhammad Saddique,PPPP,Arrow 
PP-205,Muhammad Azhar lqbal,Independent,Apple 
PP-223,Elahi Bukhsh,TLP,Crane 
PP-223,Malik Muhammad Akram Kanhon,PTI,Bat 
PP-223,Manzar Abbas,Independent,Bucket 
PP-223,Mehdi Abbas Khan,Independent,Pencil 
PP-223,Naghma Mushtaq,PML N,Tiger 
PP-223,Malik Rab Nawaz,Independent,Fan 
PP-223,Muhammad Ayub Khan Ghallu,Independent,Pitcher 
PP-223,Muhammad Akram,Independent,Jeep 
PP-223,Rana Ghazanfar Ali Pehlwan,PAR,Jharoo 
PP-223,Hamid Ali,PPPP,Arrow 
PP-223,Tanveer Iqbal,Independent,Spoon 
PP-223,Malik Muhammad Aslam,Independent,Sheep 
PP-229,AKHTAR HUSSAIN,Independent,Charpai 
PP-229,HUMAYON IFTIKHAR CHISHT1,PTI,Bat 
PP-229,NAEEM IJAZ,Independent,Pitcher 
PP-229,WAQAS GULL,Independent,Telephone 
PP-229,MALIK IFTIKHAR HUSSAIN,Independent,Bucket 
PP-229,MUHAMMAD YOUSAF,PML N,Tiger 
PP-229,MUHAMMAD YASIR GHAFRAN,PPPP,Arrow 
PP-229,MUHAMMAD NAEEM,MMA,Book 
PP-229,MUHAMMAD SHAHID IQBAL,Independent,Jeep 
PP-229,MUHAMMAD SHAHID IQBAL,Independent,Jug 
PP-229,SALMAN YOUSAF,Independent,Bullock Cart 
PP-229,SHEHBAZ FAREED,Independent,Pencil 
PP-229,ABIDAADEEB,AATPK,Chair 
PP-229,USMAN AHMED WARRAICH,Independent,Television 
PP-229,MUHAMMAD KHALID FAROOQ,Independent,Jug 
PP-229,ARSLAN SHOUKAT,Independent,Tonga 
PP-229,AWAIS YOUSAF,Independent,Bottle 
PP-229,CHAUDARY MUSHTAQ ALI,Independent,Bowl 
PP-229,Ahmad Arsalan,TLP,Crane 
PP-174,Asif Ali,Independent,Scooter 
PP-174,Muhammad Naeem Safdar,PML N,Tiger 
PP-174,Muhammad Maqsood Sabir Insari,PTI,Bat 
PP-174,Muhammad Hamad,Independent,Jeep 
PP-174,Muhammad Jawad,Independent,Lock 
PP-174,Muhammad Ishfaq,Independent,Tonga 
PP-174,Muhammad Ashraf S/O Muhammad Ramzan,Independent,Bottle 
PP-174,Muhammad Ashraf S/O Muhmammad Din,Independent,Hammer 
PP-174,Fayyaz-Ur-Rehman,Independent,Bowl 
PP-174,Usman Safdar,Independent,Cricket Stumps 
PP-174,Abdul Hannan Sabir,Independent,Ox 
PP-174,Safdar ALi,Independent,Pencil 
PP-174,Shabir Ahmad,PPPP,Arrow 
PP-174,Syed Muhammad Zuhair Shah Hamdani,MMA,Book 
PP-174,Rosy Tabassum,NP,Saw 
PP-174,Hafiz Muhammad Shahid,Independent,Bucket 
PP-174,Asif Hashim,RPL,Tortoise 
PP-174,Manzoor Ahmad Insari,TLP,Crane 
PP-225,Aftab Ali Babar,Independent,Pitcher 
PP-225,Peerzada Muhammad Jahangir Bhutta,PML N,Tiger 
PP-225,Sohail Khursheed Khan Kanju,Independent,Basket 
PP-225,Syed Ahmad Abbas Gillani,Independent,Bullock Cart 
PP-225,Syed Bagh Ali Shah,TLP,Crane 
PP-225,Tahir Hussain Khan,PTI,Bat 
PP-225,Muhammad Iqbal,PPPP,Arrow 
PP-225,Waqar Ahmad Khan,Independent,Jug 
PP-214,Malik Asif Rafique Rajwana,PML N,Tiger 
PP-214,Khawaja Adil Mehmood,Independent,Apple 
PP-214,Rao Mazhar ul Islam,Independent,Bucket 
PP-214,Shahid Hameed,PAR,Jharoo 
PP-214,Shahid Mehmood Khan,Independent,Rabbit 
PP-214,Sheikh Jamshed Hayyat,MMA,Book 
PP-214,Sheraz Gul,SDP,Deer 
PP-214,Zafar lqbal 30IA,TLP,Crane 
PP-214,Abid Ali,Independent,Pencil 
PP-214,Umer Abbas,ANP,Lantern 
PP-214,Muhammad Zaheer ud Din Khan Alizai,PTI,Bat 
PP-214,Muhammad Usman,PPPP,Arrow 
PP-214,Rao Nouman Shiaq Ali Khan,TLI,Cannon 
PP-226,Arshad lqbal,Independent,Pitcher 
PP-226,Raziullah Khan,Independent,Bucket 
PP-226,Sajid Mehmood,APML,Eagle 
PP-226,Samiullah Khan,Independent,Basket 
PP-226,Shah Muhammad,PML N,Tiger 
PP-226,Muhammad Umer Farooq,MMA,Book 
PP-226,Mehmood Nawaz Joyia,Independent,Bullock Cart 
PP-226,Rana Sohail Riaz,Independent,Jeep 
PP-226,Imdad Ullah Abbasi,PPPP,Arrow 
PP-226,Rana Muhammad Faraz Noon,PTI,Bat 
PP-211,KHALID JAVAID WARRIACH,PTI,Bat 
PP-211,1— MUHAMMAD AHMAD ASIM,Independent,Bowl 
PP-211,MUHAMMAD AYUB,Independent,Top 
PP-211,MUHAMMAD TARIQ,Independent,Scooter 
PP-211,MUHAMMAD ASHIQ,Independent,Gun 
PP-211,MUHAMMAD ADNAN,Independent,Jeep 
PP-211,MALIK AMIR HUSSAIN BAPI,PML N,Tiger 
PP-211,MALIK NOOR HUSSAIN DEHAR,Independent,Jug 
PP-211,NASIR ALI HAIDER,Independent,Revolver 
PP-211,FAYYAZ AHMED,Independent,Fan 
PP-211,TAHIR RAZZAQ,Independent,Bucket 
PP-211,SHAUKAT HAYYAT BOSAN,Independent,Pitcher 
PP-211,ZAHID HAMEED GUJJAR,TLP,Crane 
PP-211,SPED ALI HAIDER GILANI,PPPP,Arrow 
PP-211,RANA JANG SHER ALI,Independent,Ox 
PP-211,LIAQAT ALI KHAN BOSAN,Independent,Knife 
PP-238,Arsalan Khan Khakwani,Independent,Transformer 
PP-238,Mian Rashid Mehmood Watto,Independent,Apple 
PP-238,Muhammad Yar,PHP,Sun 
PP-238,Muhammad Wajid,ALPP,Hut 
PP-238,Muhammad Aslam,Independent,Bucket 
PP-238,Muhammad Arshad Khan,TLP,Crane 
PP-238,Alam Dad Laleka,Independent,Rabbit 
PP-238,Shoukat Ali Laleka,Independent,Pitcher 
PP-238,Syed Bakhtiar Ahmed Shah,Independent,Tandoor 
PP-238,Sardar Ahmad Khan,Independent,Charpai 
PP-238,Khawas Khan,Independent,Goat 
PP-238,Nazar Muhammad urf Ahmad Nadeem,PTI,Bat 
PP-186,Ikhlaq Ahmad,Independent,Still Camera 
PP-186,Noor Ul Amin Wato,PML N,Tiger 
PP-186,Mian Manzoor Ahmad Khan Watto,Independent,Tulip 
PP-186,Mian Khurram Jahangir Watto,PTI,Bat 
PP-186,Malik Muhammad Ghazanfar Ali Khokhar,TLP,Crane 
PP-186,Muhammad Yousaf Iqbal,Independent,Pitcher 
PP-186,Muhammad Moeen watto,Independent,Computer 
PP-186,Muhammad Hussain,Independent,Khussa 
PP-186,Muhammad Amjad,Independent,Feather 
PP-186,Fakhar Hayat,Independent,Ice Cream 
PP-186,Sardar Ali Haider Khan,Independent,Television 
PP-186,Riaz Fareed,MMA,Book 
PP-186,Rao Muhaamd Ajmal Khan,Independent,Telephone 
PP-186,Rao Fahad Ajmal,Independent,Jeep 
PP-186,Dewaan Afaaq Ahmad,Independent,Gun 
PP-186,Hamad Aslam,Independent,Goat 
PP-186,Javaid Ahmad,Independent,Bucket 
PP-186,Waseem Rasool,Independent,Pencil 
PP-173,AMJAD ALI,Independent,Pitcher 
PP-173,MIAN SAGHEER AHMAD,Independent,Tulip 
PP-173,MARYUM NAWAZ SHARIF,PML N,Tiger 
PP-173,MUHAMMAD NAWAZ,Independent,Pickup 
PP-173,MUHAMMAD JAHANGIR,Independent,Pencil 
PP-173,FAYYAZ HUSSAIN SHAH,TLP,Crane 
PP-173,IRFAN ALI,Independent,Hammer 
PP-173,IRFAN SHAFI KHOKAR,Independent,Cricket Stumps 
PP-173,SAGHEER HAIDER BHATTI,Independent,Sun Flower 
PP-173,SAEFRAZ HUSSAIN,PTI,Bat 
PP-173,RUBINA SOHAIL BUTT,PPPP,Arrow 
PP-173,ZIKRULLAH MUJAHID,MMA,Book 
PP-173,MIAN MUHAMMAD JAMIL,Independent,Ox 
PP-178,Akhtar Hussain,Independent,Sheep 
PP-178,Muhammad Hafeez,Independent,Jug 
PP-178,Muhamad Irshad Khan,PPPP,Arrow 
PP-178,Mohsin Ali Jahangir,AATPK,Chair 
PP-178,Sheikh Muhammad Omer,Independent,Apple 
PP-178,Sheikh Alla Uddin,PML N,Tiger 
PP-178,Syed Haider Abbas Sherazi,TLP,Crane 
PP-178,Zaeem Ud Din Abid,Independent,Loudspeaker 
PP-178,Zahid Qayyum Khan,PTI,Bat 
PP-178,Rao Abid Qayyum,Independent,Ox 
PP-178,Rana Muhammad Ibad Khan,Independent,Pomegranate 
PP-178,Humble Sanaa Kareemi,Independent,Lock 
PP-178,Chaudhary Munir Ahmad,Independent,Jeep 
PP-178,Amjad Iqbal,Independent,Tonga 
PP-178,Ejaz Ahmad,PTI N,Batsman 
PP-178,Mian Saifullah Aziz,Independent,Pitcher 
PP-190,Ayaz-Ul-Kareem,Independent,Pitcher 
PP-190,Mazhar Fareed Siyaal,Independent,Scooter 
PP-190,Muhammad Yousaf,TLP,Crane 
PP-190,Muhammad Rafeeq,NP,Saw 
PP-190,Muhammad Akbar Chaudhary,Independent,Jeep 
PP-190,Muhammad Arshad Chaudhary,Independent,Tooth Brush 
PP-190,Liaquat Ali Kausar,MMA,Book 
PP-190,Gulam Raza,PML N,Tiger 
PP-190,Saeed Ur Rehman,Independent,Ice Cream 
PP-190,Rai Faisal Abbas,PPPP,Arrow 
PP-190,Rai Ali Noor Kharal,Independent,Bucket 
PP-190,Hamad Aslam,PTI,Bat 
PP-190,Habib Ullah,Independent,Tonga 
PP-190,Noor-ul-ain Rai,Independent,Water Cooler 
PP-196,Izhar Ahmad,MMA,Book 
PP-196,Peer Zafar Shah Khagga,PPPP,Arrow 
PP-196,Khizar Hayat,PML N,Tiger 
PP-196,Sajjad Nasir,Independent,Bucket 
PP-196,Shafqat Masood Shah Khagga,Independent,Bottle 
PP-196,Saddam Hussain,Independent,Excavator 
PP-196,Muhammad Tahir,TLP,Crane 
PP-196,Muhammad Muzaffar Shah Khagga,PTI,Bat 
PP-196,Nazir Muhammad Fatyana,Independent,Pencil 
PP-189,Azhar Mehmood,Independent,Jeep 
PP-189,Naeem Baig,Independent,Ice Cream 
PP-189,Muneed Ul Haq,PML N,Tiger 
PP-189,Maqsood Ahmad,TLP,Crane 
PP-189,Muhammad Yasin,Independent,Key Chain 
PP-189,Muhammad Saleem,PTI,Bat 
PP-189,Muhammad Rafique Sajid,PPPP,Arrow 
PP-189,Muhammad Afzal,Independent,Rabbit 
PP-189,Muhammad Ashraf Khan,Independent,Television 
PP-189,Ghulam Qadir,Independent,Bucket 
PP-189,Abdul Sattar Mughal,Independent,Pencil 
PP-189,Syed Fazil Shah,Independent,Ox 
PP-189,Habib Ul Haq,Independent,Roller of Wood 
PP-189,Allah Ditta,Independent,Spinning Wheel 
PP-189,Naeem Chaudhary,Independent,Goat 
PP-179,Ahmad Mahmood,Independent,Gun 
PP-179,Ali Muqadus,Independent,Ox 
PP-179,Fiaz Ahmad,Independent,Bullock Cart 
PP-179,Muhammad Ibrahim Khan,Independent,Tonga 
PP-179,Muhammad Awais,Independent,Bed 
PP-179,Muhammad Shahid Hussain,PST,Table Lamp 
PP-179,Muhammad Faisal,Independent,Drum 
PP-179,Muhammad Nasir Meo,Independent,Wheel Chair 
PP-179,Mehmood Anwar,PML N,Tiger 
PP-179,Riaz Ali,PMLO,Stag 
PP-179,Rana Mumtaz Ali Khan,Independent,Jeep 
PP-179,Ijaz Ahmad,TLP,Crane 
PP-179,Ahmad Ali Meo,PPPP,Arrow 
PP-179,Babar Hussain,Independent,Butterfly 
PP-179,Jahangir Ai,AATPK,Chair 
PP-179,Ch Bilal Arif,Independent,Bucket 
PP-179,Hamid Nazir,Independent,Apple 
PP-179,Rana Talib HUssain,Independent,Pencil 
PP-179,Rana Muhammad Arshad Khan,Independent,Bottle 
PP-179,Malik Mukhtaar Ahmad,PTI,Bat 
PP-200,AMEER HAMZA,Independent,Wheel Chair 
PP-200,RANA RIAZ AHMAD,PML N,Tiger 
PP-200,SHEHZAD SAEED CHEEMA,PPPP,Arrow 
PP-200,UMAIR JAVED,MMA,Book 
PP-200,MUHAMMAD TAHIR SHAHZAD,APP,Aeroplane 
PP-200,MUHAMMAD ALI FARID KATHIA,Independent,Gun 
PP-200,WAHEED ASGHAR,PTI,Bat 
PP-198,AHMAD ALI,Independent,Ox 
PP-198,MUHAMMAD MAZHAR IQBAL,PPPP,Arrow 
PP-198,MUHAMMAD AAMIR RAMZAN,Independent,Gun 
PP-198,MUHAMMAD SHAABAN,Independent,Pencil 
PP-198,MUHAMMAD SHAHID MALIK,Independent,Water Cooler 
PP-198,MUHAMMAD ASGHAR CHISHTI,TLP,Crane 
PP-198,MOHAMMAD ARSHAD MALIK,PML N,Tiger 
PP-198,SYED HASSAN MURTAZA SHIRAZI,APML,Eagle 
PP-198,HAQ NAWAZ,Independent,Knife 
PP-198,CHAUDHARY ASIF ALI,Independent,Bucket 
PP-198,JAHAN KHAN,Independent,Bottle 
PP-198,BASHIR AHMAD,Independent,Jeep 
PP-198,ANWAR ALI,Independent,Pitcher 
PP-198,MAILK FAISAL AHMAD DHAKKU,PTI,Bat 
PP-220,Rana Ishtiaq Ahmad,Independent,Bucket 
PP-220,Mian Kamran Muhammad Abdullah,PPPP,Arrow 
PP-220,Mian Faisal Aziz Marral,Independent,Railway Engine 
PP-220,Mian Tariq Abdullah,PTI,Bat 
PP-220,Muhammad Rafiq,Independent,Pitcher 
PP-220,Ghulam Yasin,Independent,Apple 
PP-220,Talib Hussain,NP,Saw 
PP-220,Raouf Shabbir,Independent,Violin 
PP-220,Syed Ghulam Shabbir Shah,TLP,Crane 
PP-220,Syed Mujahid Ali Shah,Independent,Ice Cream 
PP-220,Shehbaz Ahmed,Independent,Tap 
PP-220,Rana Tahir Shabbir,PML N,Tiger 
PP-220,Muhammad Zain Abid Mian,PKI,Plough 
PP-216,HAMMAD HASSAN GILLANI,Independent,Apple 
PP-216,MUHAMMAD NADEEM QURESHI,PTI,Bat 
PP-216,MUHAMMAD AKMAL,Independent,Pitcher 
PP-216,KAMRAN ALl,Independent,Basket 
PP-216,ABDUL KHALIQ,Independent,Bucket 
PP-216,ABDUL AHAD BHUTTA,AATPK,Chair 
PP-216,SHAKEEL HUSSAIN,PPPP,Arrow 
PP-216,SAJID ISMAIL,APMA,Giraffe 
PP-216,HAFIZ HASNAIN JAVED,TLP,Crane 
PP-216,M AHSAN UD DIN QURESHI,PML N,Tiger 
PP-216,MEHMOOD AHMAD,Independent,Jeep 
PP-248,Syed Ali Zain Bukhari,PTI,Bat 
PP-248,Khalil Ahmad,Independent,Bucket 
PP-248,Zaheer Anjum,Independent,Sheep 
PP-248,Muhammad Afzal Gill,PML N,Tiger 
PP-248,Muhammad Ayaz,TLP,Crane 
PP-248,Malik muhammad Naeem,Independent,Pitcher 
PP-248,Munir Hussain Gill,Independent,Knife 
PP-227,KHAN MUHAMMAD SIDDIQUE KHAN BALOCH,PML N,Tiger 
PP-227,WAHEED AHMAD,Independent,Jug 
PP-227,MIAN SAJID,Independent,Sheep 
PP-227,NAWAB AMANULLAH KHAN,PTI,Bat 
PP-227,MUHAMMAD TARIQ MEHMOOD,APP,Aeroplane 
PP-227,MUHAMMAD ZUBAIR KHAN,Independent,Bucket 
PP-227,MUHAMMAD HAMID,TLP,Crane 
PP-227,MUHAMMAD ASLAM KHAN,SDP,Deer 
PP-227,MUHAMMAD ARSLAN KHAN,Independent,Pitcher 
PP-227,GHULAM MUSTAFA,Independent,Scooter 
PP-227,MUHAMMAD ASIF LATIF SOMRO,AATPK,Chair 
PP-182,Akhtar Hussain,Independent,Basket 
PP-182,Muhammad Anis Qureshi,Independent,Pitcher 
PP-182,Muhammad Dawar Hayat,PTI,Bat 
PP-182,Muhammad Zaman Sindhu,AATPK,Chair 
PP-182,Muhammad Saleem,Independent,Sheep 
PP-182,Muhammad Sharif,PPPP,Arrow 
PP-182,Muhammad Ali Ilyas Khan,Independent,Wrist Watch 
PP-182,Muhammad Kashif,Independent,Pomegranate 
PP-182,Muhammad Nadeem,Independent,Stapler 
PP-182,Muhammad Masood,Independent,Ox 
PP-182,Muhammad Ilyas Khan,PML N,Tiger 
PP-182,Abdul Rehman,PTI N,Batsman 
PP-182,Saima Dawood,Independent,Bottle 
PP-182,Asad Ullah Khan,Independent,Bucket 
PP-182,Afzal Khan,Independent,Excavator 
PP-182,Amjad Ali Tufail,Independent,Tonga 
PP-182,Awais Khalid,Independent,Rabab 
PP-182,Tanveer Arshad,Independent,'A' 
PP-182,Javed Mahmood,RPL,Tortoise 
PP-182,Chaudhary Muhammad Ali,TLP,Crane 
PP-182,Riaz Ahmad,Independent,Knife 
PP-182,Sardar Aleem Ahmad,Independent,Apple 
PP-182,Waqar Mustafa,Independent,Jeep 
PP-221,Khurram Farid Khan Khakwani,PPPP,Arrow 
PP-221,Rana Ejaz Ahmad Noon,PML N,Tiger 
PP-221,Rana Shoukat Hayat Noon,Independent,Pencil 
PP-221,Sohail Ahmad Noon,PTI,Bat 
PP-221,Sohail Khan,Independent,Flower Pot 
PP-221,Safder Mureed Abbas,Independent,Ice Cream 
PP-221,Syed Mujahid Ali Shah,Independent,Ice Cream 
PP-221,Ghazanfar ul zaman khan,Independent,Goat 
PP-221,Ashiq Ali,TLP,Crane 
PP-202,ALLAH YAR ALEEM,APP,Aeroplane 
PP-202,MUHAMMAD MANSHA,PPPP,Arrow 
PP-202,MUHAMMAD SAJID MUNIR,Independent,Ice Cream 
PP-202,MUHAMMAD MANSHA LANGRIAL,PTI,Bat 
PP-202,NAEEM AKHTAR CHAUDHARY,Independent,Jug 
PP-202,MUHAMMAD DAOOD URF ALQASIM,AATPK,Chair 
PP-202,MUHAMMAD ARSLAN MASOOD,Independent,Ox 
PP-202,TALIB HUSSAIN,Independent,Pencil 
PP-202,SHAHID MUNIR,PML N,Tiger 
PP-202,NAZEER AHMAD,Independent,Bucket 
PP-215,ADIL,APML,Eagle 
PP-215,WAQAS JAVED,Independent,Ox 
PP-215,MUHAMMAD YOUSAF,MP,Comb 
PP-215,MUHAMMAD IMRAN SON OF CH ABDUR REHMAN KHAN,AATPK,Chair 
PP-215,MUHAMMAD IMRAN SON OF SHEIKH LIAQAT ALI,Independent,Lock 
PP-215,MUHAMAD AMIR MANZOOR,PML N,Tiger 
PP-215,MUHAMMAD SIDDIQUE,Independent,Sun Flower 
PP-215,ABDUL RAHEEM,MMA,Book 
PP-215,ASHFAQ AHMAD,Independent,Bucket 
PP-215,JAVAID AKHTER,PTI,Bat 
PP-215,HAFIZ MOEEN UD DIN KHALID,TLP,Crane 
PP-215,MUSHTAQ AHMAD,PPPP,Arrow 
PP-255,SYED MUHAMMAD MATEEN MOHSIINN,Independent,Tooth Brush 
PP-255,ABDUL MAJEED,MMA,Book 
PP-255,GHAZANFAR ALI KHAN,PPPP,Arrow 
PP-255,QAZI AHMED SAEED,Independent,Spade 
PP-255,MUHAMMAD IQBAL RAEES,Independent,Bowl 
PP-255,MAKHDOOM SYED MUHAMMAD MASOOD AALAM,PTI,Bat 
PP-255,MALIK JUNAID ASLAM,Independent,Jeep 
PP-255,MALIK AZEEM BAKSH NAICH,Independent,Pitcher 
PP-255,MALIK MUSHTAQ AHMED,Independent,Ice Cream 
PP-254,Arif Aziz Sheikh,Independent,Jeep 
PP-254,Makhdoom Zada Syed Omer Raza Gillani,Independent,Wrist Watch 
PP-254,Syed Ghulam Irtaza Shah Jamali,Independent,Apple 
PP-254,Syed IIshrat Jehanian Bukhari,TLP,Crane 
PP-254,Syed Aamir Ali Shah,PPPP,Arrow 
PP-254,Syed Iftikhar Hussain,PTI,Bat 
PP-254,Zahid Mehmood,PML N,Tiger 
PP-254,Parveen Atta,Independent,Bucket 
PP-262,ASIF SIDDIQUE,Independent,Pencil 
PP-262,MUHAMMAD UMAR JAFFAR,PML N,Tiger 
PP-262,MUHAMMAD SAFDAR KANJO,PPPP,Arrow 
PP-262,MUHAMMAD RAHID YASEEN,TLP,Crane 
PP-262,MUHAMMAD IRSHAD,Independent,Excavator 
PP-262,KASHID ISRAR,AATPK,Chair 
PP-262,RANA SHAHID AKRAM,PAR,Jharoo 
PP-262,RANA RAHEEL AHMAD KHAN,Independent,Basket 
PP-262,JAVED AKHTER,Independent,Bucket 
PP-262,ANWAR UL HAQ,MMA,Book 
PP-262,ASIF MAJEED,PTI,Bat 
PP-262,MASOOD MAJEED KHAN,PTI N,Batsman 
PP-250,Walayat Ahmed,PPPP,Arrow 
PP-250,Muhammad Naveed Asghar,TLP,Crane 
PP-250,Muhammad Afzal,PML,Tractor 
PP-250,Mhboob Ahmed,Independent,Jeep 
PP-250,Falak Sher,Independent,Fan 
PP-250,Saad Masood,PML N,Tiger 
PP-250,Jeevan Ram,Independent,Bucket 
PP-250,Javed Iqbal,Independent,Tonga 
PP-250,Ammanullah,Independent,Pickup 
PP-250,Naveed Iqbal,Independent,Butterfly 
PP-293,ISHFAQ QADIR LAGHARI,Independent,Charpai 
PP-293,ATHAR HASSAN KHAN GHORCHANI,Independent,Knife 
PP-293,SUBTAIN SARWAR,PPPP,Arrow 
PP-293,SARDAR SHER ALI GORCHANI,Independent,Jeep 
PP-293,SHER ZAMAN,Independent,Ice Cream 
PP-293,ALI AHMED KHAN LAGHARI,Independent,Fire Engine 
PP-293,MUHAMMAD AJMAL,PAR,Jharoo 
PP-293,MUHAMMAD MOHSIN LEGHARI,PTI,Bat 
PP-293,MEHMOOD AHMED,MMA,Book 
PP-274,Syed Haroon Ahmed Sultan,Independent,Bowl 
PP-274,Muhammad Raza Hussain Bukhari,PTI,Bat 
PP-274,Muhammad Abdullah,PML N,Tiger 
PP-274,Muhammad Qaim Shah,Independent,Jeep 
PP-274,Muhammad Nawab Khan Gopang,Independent,Bucket 
PP-261,IFTKHAR HUSAIN,TLP,Crane 
PP-261,MALIK NAVEED KHAWAR MSLIM,Independent,Jeep 
PP-261,MASUD SADIQ,Independent,Combat Tank 
PP-261,MAKHDOOM HASHIM JAWAN BAKHT,PTI,Bat 
PP-261,MAKHDOOM MUHAMMAD IRTAZA,PPPP,Arrow 
PP-261,MAKHDOOM IMAD UDDINN HASHMI,PML N,Tiger 
PP-261,MAKHDOOM TAHIR RASHEED UD DIN,Independent,Cricket Stumps 
PP-261,MUHAMMAD WAHEED ARSHAD,MMA,Book 
PP-261,MUHAMMAD TARIQ,Independent,Charpai 
PP-261,MUHAMMAD ASAD GHAFFER,Independent,Tooth Brush 
PP-261,ABDUL RAUF,Independent,Pitcher 
PP-261,SYED HUSNAIN RAZA,Independent,Apple 
PP-261,NAZEER AHMAD,Independent,Ice Cream 
PP-106,Jahanzeb Muhsin,Independent,Rabbit 
PP-106,Gul Ahmad,PPPP,Arrow 
PP-106,Mubashar Shahzad,Independent,Ox 
PP-106,Muhammad Ilyas,TLP,Crane 
PP-106,Muhammad Ilyas,MOP,Ostrich 
PP-106,Muhammad Tariq,Independent,Fridge 
PP-106,Muhammad Amer,Independent,Bowl 
PP-106,Muhammad Imran Waince,Independent,Leaf 
PP-106,Muhammad Farooq,PST,Table Lamp 
PP-106,Mian Muazam Farooq,Independent,Bucket 
PP-106,Umar Farooq,Independent,Jeep 
PP-106,Umar Rafique,Independent,Flower Pot 
PP-106,Ch Muhammad Mudassar Iqbal,Independent,Loudspeaker 
PP-106,Khalid Pervaz,PML N,Tiger 
PP-106,Raza Nasrullah,Independent,Scooter 
PP-106,Sajjad Hussain Tayyab,Independent,Bullock Cart 
PP-106,Sardar Dilnawaz Ahmad Cheema,PTI,Bat 
PP-106,Sardar Sarfraz Ahmad Cheema,Independent,Dhol 
PP-106,Saifullah,Independent,Charpai 
PP-106,Shehnaz Akhtar,Independent,Pencil 
PP-106,Salah u Din Chaichi,Independent,Pitcher 
PP-106,Naeem Ullah Gill,Independent,Bottle 
PP-103,ASHRAF ALI,AJP,Tumbler 
PP-103,MALIK ZULFIQAR ALI,Independent,Jeep 
PP-103,MAZHAR HUSSAIN SHAH,Independent,Unknown 
PP-103,MUHAMMAD ANWAR KHAN,PPPP,Arrow 
PP-103,MUHAMMAD AHMAD,Independent,Unknown 
PP-103,ZAHEEM AHMAD SHAH QURESHI,Independent,Unknown 
PP-103,ZIA UL REHMAN,AATPK,Chair 
PP-103,SHAHEER DAWOOD BUTT,Independent,Unknown 
PP-103,SHAHZAD BAKHTAWAR ALI,MMA,Book 
PP-103,SHAMSHER HAIDER,PTI,Bat 
PP-103,RIAZ BAKHTAWAR,Independent,Unknown 
PP-103,ZULFIQAR ALI,Independent,Unknown 
PP-103,KHALID MAHMOOD,Independent,Unknown 
