constituency_id,candidate_name,party_abbreviation,symbol_name,votes
PB-5,Fateh Muhammad,TLP,Crane,46 
PB-5,Zafar Khan,PMAP,Tree,31 
PB-5,Muhammad Zahid,Independent,Basket,28 
PB-5,Jahanzaib Luni,Independent,Binoculars,26 
PB-5,Muhammad Rasool,Independent,Goat,13 
PB-5,Muhammad Iqbal Tareen,Independent,Door,10 
PB-5,Ghafoor Muhammad,NPCP,Swallow,10 
PB-5,Muhammad Sabir,JUI (Nazryat),Takhti,8 
PB-5,Muhammad Shah Khan,PPPP,Arrow,8 
PB-5,Nisar Ahmed,Independent,Frame,7 
PB-5,Muhammad Jameel,Independent,Scooter,6 
PB-5,Haibat Khan,Independent,Window,5 
PB-5,Muhammad Rasool,ANP,Lantern,4 
PB-5,Sher Afzal Khan,Independent,Wrist Watch,3 
PB-5,Ghous ud Din,PSP,Dolphin,2 
PB-5,Muhammad Younis,Independent,Hen,2 
PB-5,Sardar Kamal Khan Tareen,JI,Scale,2 
PB-5,Khalil ur Rehman,NP,Saw,2 
PB-5,Shadi Khan,Independent,Table,2 
PB-5,Jalal Ud Din,Independent,Apple,1 
PB-5,Muhammad Gul,Independent,Bottle,- 
PB-5,Haidar Khan Nasar,PTI,Bat,- 
PB-5,Muhammad Aslam,BNP,Axe,- 
PB-5,Sardar Muzfar Khan Luni,Independent,Mobile Phone,- 
PB-27,Abdul Khaliq,HDP,Crescent,7685 
PB-27,Syed Bismillah,PTI,Bat,5109 
PB-27,Muhammad Tahir Khan,Independent,Tap,5070 
PB-27,Wali Muhammad,BAP,Cow,4491 
PB-27,Syed Muhammad Raza,MWMP,Tent,4149 
PB-27,Zakir Hussain Kasi,PMAP,Tree,3631 
PB-27,Sahar Gul,PPPP,Arrow,3447 
PB-27,Noor ud Din Kakar,Independent,Fan,2717 
PB-27,Liaqat,MMA,Book,1315 
PB-27,Mehrullah,JUI (Nazryat),Takhti,1095 
PB-27,Hamayun Rasheed Alkozai,PML N,Tiger,950 
PB-27,Umar Farooq,ANP,Lantern,634 
PB-27,Muhammad Ibrahim,BNP,Axe,613 
PB-27,Hamza Khan,Independent,Pomegranate,373 
PB-27,Muhammad Hassan,BNP-A,Camel,260 
PB-27,Muhammad Azam,Independent,Match Box,254 
PB-27,Jamil Ahmed,Independent,Mobile Phone,248 
PB-27,Syed Raza,Independent,Computer,232 
PB-27,Bismillah Khan,Independent,Suitcase,171 
PB-27,Sadiq Khan,Independent,Chitrali Cap,148 
PB-27,Salar Khan Kakar,Independent,Jeep,116 
PB-27,Aslam Khan,Independent,Apple,116 
PB-27,Arshad Iqbal,Independent,Scooter,95 
PB-27,Syed Abdullah Shah,Independent,Bullock Cart,88 
PB-27,Muhammad Naeem,Independent,Telephone,87 
PB-27,Hazrat Ali,PSP,Dolphin,43 
PB-27,Abdul Qayoum,Independent,Slate,38 
PB-27,Ali Yawar,Independent,Key With Lock,29 
PB-27,Abdul Bari,Independent,Pencil,28 
PB-27,Hameed Ul Mehdi,Independent,Pickup,25 
PB-27,Abdul Rehman,Independent,Brick,24 
PB-27,Syed Muhammad,Independent,Flower Pot,21 
PB-27,Asmatullah,Independent,Butterfly,18 
PB-27,Nida Muhammad,Independent,Gun,13 
PB-27,Abdul Ghaffar Khan Kakar,Independent,Lock,13 
PB-27,Ahmedullah Khan,PML,Tractor,13 
PB-27,Hukam Khan,Independent,Stethoscope,13 
PB-27,Bashir Ahmed,Independent,Door,12 
PB-27,Muhammad Yousaf,Independent,Pitcher,11 
PB-27,Altaf Hussain,Independent,Television,5 
PB-27,Barat Khan,Independent,Jug,1 
PB-26,Ahmed Ali,HDP,Crescent,5117 
PB-26,Wali Muhammad,MMA,Book,3242 
PB-26,Muhammad Tahir Khan,Independent,Tap,2704 
PB-26,Syed Nasir Ali Shah,BNP,Axe,2157 
PB-26,Dur Muhammad,PPPP,Arrow,1974 
PB-26,Muhammad Mehdi,PMAP,Tree,1361 
PB-26,Muhammad Idrees,PTI,Bat,1052 
PB-26,Barkat Ali,MWMP,Tent,972 
PB-26,Fazal Muhammad,Independent,Pomegranate,462 
PB-26,Muhammad Yousaf,Independent,Pickup,215 
PB-26,Abdul Khaliq,AATPK,Chair,214 
PB-26,Halima,BAP,Cow,149 
PB-26,Khudai Nazar,JUI (Nazryat),Takhti,123 
PB-26,Zulfiqar Ali Khan,Independent,King,72 
PB-26,Bibi Safoora,BNP-A,Camel,56 
PB-26,Tania,ANP,Lantern,48 
PB-26,Syed Nasrullah,Independent,Apple,39 
PB-26,Shazia Ahmed,NP,Saw,29 
PB-26,Hamida,JWP,Wheel,21 
PB-26,Sardar Gulab Khan,Independent,Jeep,19 
PB-26,Walayat Khan,Independent,Sheep,16 
PB-26,Naimatullah,Independent,Fan,11 
PB-36,Mir Naimatullah Zehri,Independent,Spade,11280 
PB-36,Mir Zafarullah Khan Zehri,BNP-A,Camel,9924 
PB-36,Hafiz Muhammad Ibrahim Lehri,MMA,Book,2515 
PB-36,Rameen Rustam,BAP,Cow,273 
PB-36,Abdul Rasool,BNP,Axe,273 
PB-36,Muhammad Anwer,Independent,Suitcase,112 
PB-36,Shah Muhammad,JUI (Nazryat),Takhti,73 
PB-36,Abdullah Ali,PTI,Bat,43 
PB-36,Mir Shafique ur Rehman,Independent,Rabbit,39 
PB-36,Saifullah,Independent,Lock,18 
PB-36,Hassan Ali Sasoli,Independent,Human Eye,9 
PB-34,Muhammad Arif,Independent,Jeep,24593 
PB-34,Amanullah,BAP,Cow,14621 
PB-34,Balach Khan,PPPP,Arrow,1100 
PB-34,Najeebullah,MMA,Book,1064 
PB-34,Sardar Zada Sadat,AATPK,Chair,505 
PB-34,Abdul Waheed,Independent,Gun,61 
PB-34,Allah Bakhsh,JUI (Nazryat),Takhti,51 
PB-34,Haji Arz Muhammad Barech,Independent,Goat,46 
PB-34,Mabat Khan,Independent,Parrot,36 
PB-34,Taj Muhammad,Independent,Hud Hud,33 
PB-34,Bahadur Shah,TLI,Cannon,- 
PB-34,Amanullah Notezai,PTI,Bat,- 
PB-34,Mir Rehmatullah,Independent,Ox,- 
PB-20,Syed Muhammad Fazal Agha,MMA,Book,10810 
PB-20,Khalid Shah,Independent,Mountain,2820 
PB-20,Agha Syed Liaqat Ali,PMAP,Tree,2350 
PB-20,Nizamuddin,Independent,Sewing Machine,1880 
PB-20,Aman Ullah,PTI,Bat,1410 
PB-20,Syed Jamal Abdul Nasir,PPPP,Arrow,1410 
PB-20,Shamsullah,Independent,Pickup,1316 
PB-20,Attiq ul Rehman,PML N,Tiger,940 
PB-20,Shakila Navid Qazi,BNP,Axe,940 
PB-20,Syed Abdul Salam,Independent,Apple,940 
PB-20,Syed Noor Ul Haq,Independent,Mobile Phone,470 
PB-20,Muhammad Raheem,Independent,Jeep,470 
PB-20,Lutfullah,Independent,Sun Flower,470 
PB-20,Naseeb Ullah,Independent,Printer,470 
PB-20,Sheer Muhammad Tareen,Independent,Goat,470 
PB-20,Syed Muhammad Raheem Agha,BAP,Cow,470 
PB-20,Zafar Ali,Independent,Pomegranate,282 
PB-20,Syed Abdul Bari,ANP,Lantern,188 
PB-20,Muhammad Zaman,Independent,Slate,188 
PB-20,Syed Muhammad Ramzan,PRHP,Iron,- 
PB-20,Abdul Hadi Tareen,Independent,Leaf,- 
PB-16,Nawabzada Tariq Magsi,BAP,Cow,14959 
PB-16,Aurangzeb Alamgir Magsi,Independent,Kettle,6402 
PB-16,Muhammad Rafiq,Independent,Pitcher,529 
PB-16,Farhan Hussain,PPPP,Arrow,431 
PB-39,Mir Younas Aziz Zehri,MMA,Book,11570 
PB-39,Sardar Muhammad Aslam Bizenjo,NP,Saw,10087 
PB-39,Shakeel Ahmed Durani,BAP,Cow,8392 
PB-39,Nawabzada Meer Israr ullah,BNP-A,Camel,5338 
PB-39,Khalid Mehmood,PPPP,Arrow,1271 
PB-39,Abdul Fatah,TLP,Crane,985 
PB-39,Abdul Sattar,BNM,Sickle,228 
PB-39,Fouzia Sikandar,Independent,Apple,193 
PB-39,Abdul Ghafoor,JUI (Nazryat),Takhti,183 
PB-39,Shafiq Ahmed,Independent,Pencil,164 
PB-39,Ghareeb Shah,TLI,Cannon,112 
PB-39,Muhammad Ismail,Independent,Goat,55 
PB-39,Abdul Rehman,PML N,Tiger,- 
PB-39,Abdul Rehman,PTI,Bat,- 
PB-42,Sana Ullah Baloch,BNP,Axe,15354 
PB-42,Abdul Kreem Nosherwani,BAP,Cow,10215 
PB-42,Ehsan Ahmed,Independent,Hud Hud,3471 
PB-42,Ijaz Ahmed,Independent,Sheep,784 
PB-42,Abdul Qadir,PML N,Tiger,617 
PB-42,Hafiz Hamid Ali,MMA,Book,332 
PB-42,Sardar Muhammad Hussain,Independent,Human Eye,198 
PB-42,Muhammad Sadiq,PRHP,Iron,143 
PB-42,Jamal Nosherwani,Independent,Parrot,94 
PB-42,Muhammad Asif,Independent,Pickup,39 
PB-42,Aziz Ahmed Muhammad Hassani,Independent,Wheel Barrow,17 
PB-42,Zeeshan Ahmed,TJP,Laptop,16 
PB-42,Abdul Lateef,Independent,Apple,15 
PB-42,Jamal Abdul Nasir,JUI (Nazryat),Takhti,13 
PB-42,Mir Waheed Amir Sumalani,Independent,Gun,6 
PB-42,Mir Noor ud Din Nausherwani,Independent,Fan,2 
PB-42,Dr. Ishaq Baloch,NP,Saw,- 
PB-42,Sardar Attaullah Dehani,Independent,Jeep,- 
PB-42,Mir Muhammad Ismail Peerkazai,Independent,Gun,- 
PB-42,Mir Sherbaz Sasoli,PPPP,Arrow,- 
PB-42,Mir Shoukat Ali Mengal,PTI,Bat,- 
PB-42,Mir Ahmed Nawaz Muhammad Hassani,Independent,Rabbit,- 
PB-42,Syed Tusuf Shah Jeelani,JUP (Noorani),Key,- 
PB-11,Mir Sikandar Ali,BAP,Cow,10007 
PB-11,Mir Muhammad Sadiq Umrani,PPPP,Arrow,6901 
PB-11,Mir Shaukat Ali,PTI,Bat,5352 
PB-11,Abdul Majid,JQM,Electric Pole,3889 
PB-11,Syed Khadim Hussain Shah,Independent,Bullock Cart,3460 
PB-11,Muhammad Ishaq,Independent,Sheep,626 
PB-11,Ali Hassan,NP,Saw,609 
PB-11,Abdul Hakeem,MMA,Book,598 
PB-11,Muhammad Arif,Independent,Ox,432 
PB-11,Muhammad Ismael,BNP,Axe,416 
PB-11,Ghulam Mujtaba Abro,Independent,Gun,155 
PB-11,Sardar Abdul Sattar Khan,Independent,Pencil,113 
PB-11,Zafarullah,AATPK,Chair,91 
PB-11,Nisar Ahmed,Independent,Telephone,85 
PB-11,Qadir Bakhsh,PQYP,Peacock,82 
PB-11,Ghulam Rasool,Independent,Charpai,67 
PB-11,Sakeena Bibi,Independent,'S',48 
PB-11,Syed Imran Shah,Independent,Pitcher,44 
PB-11,Bashir Ahmed,GDA,Star,43 
PB-11,Sabir Hussain,Independent,Sun Flower,39 
PB-11,Hamza Khan,Independent,Mountain,30 
PB-11,Khalil Ahmed,Independent,Sewing Machine,24 
PB-11,Wahid Bakhsh,Independent,Generator,23 
PB-11,Muhammad Aslam Umrani,Independent,Jeep,22 
PB-11,Arz Muhammad,Independent,Pickup,20 
PB-11,Abdul Wahid,MOP,Ostrich,17 
PB-11,Sain Bakhsh,Independent,Goat,14 
PB-11,Rustam Khan,JUP (Noorani),Key,10 
PB-11,Asghar Ali,Independent,Kettle,8 
PB-11,Jaffar Kareem,Independent,Scooter,- 
PB-11,Zahoor Hassan Jamote,Independent,Fan,- 
PB-17,mir sardar khan riind,PTI,Bat,19400 
PB-17,Mir Muhammad Asim Kurd,BAP,Cow,14882 
PB-17,Shahbaz Khan,Independent,Sheep,728 
PB-17,Ghulam Farooq,BNP,Axe,341 
PB-17,Sardar Liaqat Ali Kurd,MMA,Book,215 
PB-17,Mehmood Khan Kurd,PPPP,Arrow,125 
PB-17,Ghulam Rasool,Independent,Bullock Cart,95 
PB-17,Mir Muhammad Hashim Khan,Independent,Bowl,77 
PB-17,Ghulam Mujtaba Abro,Independent,Gun,46 
PB-17,Manzoor Qadir,Independent,Hud Hud,45 
PB-17,Sadullah,Independent,Telephone,39 
PB-17,Farooq Ahmed,Independent,Crocodile,34 
PB-17,Ghulam Mohidin,JWP,Wheel,27 
PB-17,Sahib Zada Muneer Ahmed,Independent,Jeep,20 
PB-17,Ghulam Murtaza,Independent,Mountain,15 
PB-17,Pir Jan,MQM Pakistan,Kite,12 
PB-17,Arbab,Independent,Hen,10 
PB-17,Altaf Hussain,Independent,Bucket,8 
PB-17,Gul Muhammad,Independent,Railway Engine,- 
PB-17,Mujeeb Ur Rehman Shahwani,BNP-A,Camel,- 
PB-17,Muhammad Javed,Independent,Charpai,- 
PB-17,Muhammad Ramzan,Independent,Binoculars,- 
PB-17,Muhammad Salah,ATP,Tyre,- 
PB-17,Muhammad Momin Kurd,Independent,Rabbit,- 
PB-17,Muhammad Waris,Independent,Pitcher,- 
PB-17,Muhammad Younis,Independent,Apple,- 
PB-17,Habib ur Rehman Raisani,Independent,Sun Flower,- 
PB-17,Ghulam Haider,Independent,Parrot,- 
PB-15,Saleem Ahmed,BAP,Cow,17298 
PB-15,Muhammad Dauran,NP,Saw,8836 
PB-15,Nisar Ahmed,PTI,Bat,5956 
PB-15,Ahmed Nawaz,PPPP,Arrow,4614 
PB-15,Siraj Rehman,Independent,Goat,376 
PB-15,Nawabzada Shazain Bugti,JWP,Wheel,280 
PB-15,Meer Hassan,PFP,Ship,132 
PB-15,Muhammad Saddique,MMA,Book,120 
PB-15,Sohrab Khan,Independent,Ox,89 
PB-15,Saddam Hussain,BNP,Axe,87 
PB-15,Qadir Bakhsh,Independent,Jug,45 
PB-15,Raheem Bakhsh Raja,Independent,Pitcher,35 
PB-15,Abdul Aziz Khosa,Independent,Fan,10 
PB-50,Jam Kamal Khan,BAP,Cow,36885 
PB-50,Nasrullah,Independent,Jeep,26050 
PB-50,Abdul Majeed,TLP,Crane,6158 
PB-50,Habiba Iqbal,MMA,Book,2813 
PB-50,Muhammad Hassan,PPPP,Arrow,1091 
PB-50,Rasool Bux,PST,Table Lamp,672 
PB-50,Sher Muhammad,Independent,Crocodile,647 
PB-50,Muhammad Saleem,NP,Saw,462 
PB-50,Muhammad Asim,Independent,Tulip,322 
PB-50,Ghulam Qadir,Independent,Butterfly,165 
PB-44,Abdul Qudoos,BAP,Cow,8055 
PB-44,Khair Jan,NP,Saw,5962 
PB-44,Asadullah,BNP-A,Camel,3912 
PB-44,Haider Ali,Independent,Pickup,2767 
PB-44,Attaullah Baloch,MMA,Book,1981 
PB-44,Ghulam Jan,Independent,Hammer,1045 
PB-44,Mehboob Ali,Independent,Sheep,1008 
PB-44,Mehrullah Hassani,Independent,Rabbit,981 
PB-44,Mohammad Ashraf,PML N,Tiger,600 
PB-44,Muhammad Ashraf,Independent,Road Roller,301 
PB-44,Muhammad Akram,PSP,Dolphin,182 
PB-44,Mir Habibullah Hasrat Mirwani,PPPP,Arrow,136 
PB-44,Shamim Ahmed,Independent,Jug,89 
PB-44,Moula Bakhsh,Independent,Hud Hud,75 
PB-44,Arshad Khan,Independent,Lock,47 
PB-44,Wahid Hassan,Independent,Charpai,39 
PB-44,Wazeer Gul,Independent,Sewing Machine,33 
PB-44,Muhammad Akram,Independent,Wheel Barrow,- 
PB-44,Muhammad Azeem,Independent,Excavator,- 
PB-44,Sardar Muhammad Aslam Mirwani,BNP,Axe,- 
PB-44,Khuda Rehm,Independent,Kettle,- 
PB-46,Syed Ehsan Shah,BNP-A,Camel,15026 
PB-46,Ghulam Rasool,NP,Saw,6841 
PB-46,Abdul Ghafoor,BNP,Axe,2374 
PB-46,Khalid Waleed,MMA,Book,1324 
PB-46,Hotman,Independent,Sheep,658 
PB-46,Jamal Jan Ahmed,Independent,Hammer,608 
PB-46,Zahir Ali,Independent,Pickup,600 
PB-46,Naseer Ahmed,BAP,Cow,333 
PB-46,Qadeer Ahmed,PPPP,Arrow,145 
PB-46,Abdul Samad,Independent,Gas Cylinder,12 
PB-46,Imdad Ali,Independent,Butterfly,9 
PB-51,Mir Hammal,BNP,Axe,30000 
PB-51,Yaqoob Bizenjo,BAP,Cow,13000 
PB-51,Ashraf,NP,Saw,7125 
PB-51,Saeed Ahmed,MMA,Book,2871 
PB-51,Abdul hameed,BNP-A,Camel,1632 
PB-51,Ejaz Ahmed,PPPP,Arrow,1063 
PB-51,Ali Baloch,Independent,House,367 
PB-51,Saira,Independent,Hen,77 
PB-51,Sher Jan,Independent,Duck,62 
PB-51,Mir Chakar Saeed,AATPK,Chair,59 
PB-51,Asif,Independent,Bucket,54 
PB-51,Rahim Imam Bakhsh,Independent,Bowl,51 
PB-51,Mohammad Owais Jan,Independent,Television,- 
PB-51,Mohammad Younas,Independent,Thermos,- 
PB-33,Muhammad Rahim,BNP,Axe,20078 
PB-33,Mir Ghulam Dastagir Badini,BAP,Cow,10228 
PB-33,Aurangzaib,Independent,Jeep,8404 
PB-33,Sana Ullah,Independent,Pickup,450 
PB-33,Aziz Ahmed,Independent,Wheel Barrow,401 
PB-33,Abdul Rauf,PML N,Tiger,338 
PB-33,Changaiz Khan,PTI,Bat,334 
PB-33,Mir Ahmed Khan Mengal,Independent,Sun Flower,317 
PB-33,Abdul Waheed,Independent,Gun,161 
PB-33,Fida Ur Rehman,JUI (Nazryat),Takhti,106 
PB-33,Muhammad Akram,Independent,Suitcase,98 
PB-33,Fazal Ur Rehman,AATPK,Chair,87 
PB-33,Muhammad Naeem,Independent,Computer,72 
PB-33,Khair Bakhsh,NP,Saw,70 
PB-33,Fazal Ur Rehman,Independent,Apple,61 
PB-33,Muhammad Ayub,BNP-A,Camel,57 
PB-33,Mujeeb Ur Rehman,Independent,Sewing Machine,45 
PB-33,Sher Muhammad,Independent,Bucket,39 
PB-33,Mir Muhammad Ishaq,Independent,Hud Hud,28 
PB-33,Manzoor Ahmed,Independent,Pitcher,17 
PB-33,Wazir Khan Mengal,Independent,Rabbit,15 
PB-33,Abdul Haye,MMA,Book,- 
PB-33,Remat Ullah,JWP,Wheel,- 
PB-31,Nasrullah Khan Bareech,PMAP,Tree,4274 
PB-31,Mir Lashkari Raisani,BNP,Axe,3852 
PB-31,Mir Muhammad Usman Pirkani,BAP,Cow,3450 
PB-31,Muhammad Ishaq,MMA,Book,3319 
PB-31,Atta Muhammad,PTI,Bat,584 
PB-31,Syed Ali Muhammad Shah,Independent,Bullock Cart,279 
PB-31,Syed Zahoor Ahmed,Independent,Apple,125 
PB-31,Ubaidullah,JUI (Nazryat),Takhti,119 
PB-31,Sardar Sher Dil Khan Zagar Mengal,Independent,Hammer,85 
PB-31,Abdul Sattar,Independent,Bed,75 
PB-31,Liaquat Ali,Independent,Gun,56 
PB-31,Muhaaamad Haleem,Independent,Pomegranate,31 
PB-31,Muhammad Hashim,ANP,Lantern,31 
PB-31,Nawabzada sher Muhammad Shahwani,Independent,Jeep,28 
PB-31,Mir Abdul Sattar,BNP-A,Camel,24 
PB-31,Gul Shah,Independent,Human Eye,21 
PB-31,Abdul Ghaffar,JWP,Wheel,13 
PB-31,Malik Abdul Razzaq Satooriani,Independent,Revolver,10 
PB-31,Rozi Muhammad,Independent,Pickup,10 
PB-31,Mir Gul,Independent,Lock,8 
PB-49,Muhammad Saleh Bhootani,BAP,Cow,30007 
PB-49,Muhammad Sharif,PPPP,Arrow,8632 
PB-49,Nizam Uddin,NP,Saw,5954 
PB-49,Shah Muhammad Siddiqui,MMA,Book,2924 
PB-49,Amir Hussain,PTI,Bat,1144 
PB-49,Syed Arif Shah,Independent,Excavator,961 
PB-49,Abdul Ghani,Independent,Rabbit,393 
PB-49,Nawaz Ali Burfat,Independent,Crocodile,377 
PB-49,Bashir Ahmed,PSP,Dolphin,317 
PB-49,Muhammad Iqbal,Independent,Lock,232 
PB-49,Abdul Sattar,Independent,Gun,228 
PB-49,Qudrat Ullah,BNP-A,Camel,213 
PB-49,Ali Murad,Independent,Jeep,182 
PB-49,Ghulam Qadir,Independent,Hen,121 
PB-49,Khalifa Nawaz Ali,Independent,Charpai,85 
PB-49,Shehzad Saleh Bhootani,Independent,Binoculars,- 
PB-28,Muhammad Mobeen Khilji,PTI,Bat,7364 
PB-28,Tahir Mehmood Khan,BAP,Cow,5760 
PB-28,Muhammad Ismail,BNP,Axe,4298 
PB-28,Ghulam Farooq,PMAP,Tree,4000 
PB-28,Naseem ur Rehman Khan,PML N,Tiger,3836 
PB-28,Atta ur Rehman,MMA,Book,2278 
PB-28,Iqbal Hussain Shah,PPPP,Arrow,1016 
PB-28,Abdul Samad Khan,AATPK,Chair,610 
PB-28,Anwar Naseem Kasi,Independent,Flower Pot,605 
PB-28,Behroz Hussain Baloch,Independent,Jeep,510 
PB-28,Kaleemullah,PRHP,Iron,386 
PB-28,Shehzad Khan,Independent,Tap,214 
PB-28,Iqbal Hussain Qureshi,Independent,Scooter,129 
PB-28,Sajjad Ahmed,Independent,Butterfly,103 
PB-28,Salah ud Din Khilji,Independent,Gun,91 
PB-28,Malik Muhammad Alam Kasi,BPP,Gate,82 
PB-28,Rajesh Kumar,NPCP,Swallow,63 
PB-28,Javed Iqbal,Independent,Bucket,47 
PB-28,Ali Iftikhar,Independent,Mountain,44 
PB-28,Hazrat Khan,Independent,Combat Tank,43 
PB-28,Muhammad Asif,ALPP,Hut,33 
PB-28,Agha Faisal Shah,MQM Pakistan,Kite,32 
PB-28,Abdul Baqi,Independent,Television,30 
PB-28,Syed Sanaullah,PSP,Dolphin,26 
PB-28,Muneer Ahmed,PML,Tractor,23 
PB-28,Muhammad Raheem,Independent,Apple,22 
PB-28,Rozi Khan,Independent,Mic,21 
PB-28,Shamshad Mughal,Independent,Leaf,14 
PB-28,Shah Wali,JWP,Wheel,8 
PB-28,Habibullah,Independent,Telephone,8 
PB-28,Muhammad Abbas Mir,Independent,King,6 
PB-28,Taj Muhammad,Independent,Mobile Phone,6 
PB-28,Yasir Bashir,Independent,Sparrow,5 
PB-28,Muhammad Saleem,Independent,Tulip,5 
PB-28,Zahir Yaqoob,Independent,Binoculars,5 
PB-28,Naseer Ahmed,ATP,Tyre,4 
PB-28,Shakeel Ahmed,Independent,Phole Gobhi,3 
PB-28,Ehsan ul Haq,Independent,Loudspeaker,3 
PB-28,Syed Noor Yaseen,ANP,Lantern,- 
PB-38,Abdul Khaliq,MMA,Book,11780 
PB-38,Sardar Sana Ullah Zehri,PML N,Tiger,1935 
PB-38,Mir Gul Khan Sasoli,BAP,Cow,1226 
PB-38,Murad Khan,Independent,Apple,631 
PB-38,Mir Shafiq Ur Rehman Mengal,Independent,Rabbit,596 
PB-38,Khair Muhammad,TLP,Crane,595 
PB-38,Mir Imran Jattak,PPPP,Arrow,303 
PB-38,Tariq Akram,BNM,Sickle,69 
PB-38,Muhammad Malook,PTI,Bat,64 
PB-38,Jan Muhammad,Independent,Mountain,58 
PB-38,Abdul Rehman,Independent,Tap,27 
PB-38,Abdul Qadeer,Independent,Pitcher,16 
PB-38,Abdul Rehman,Independent,Lock,- 
PB-38,Nawabzada Mir Israrullah,BNP-A,Camel,- 
PB-37,Mir Zia ullah,BAP,Cow,12676 
PB-37,Sardarzada Mir Saeed Ahmed,MMA,Book,12654 
PB-37,Sardarzada Muhammad Naeem,BNP,Axe,7887 
PB-37,Irfan Karim,Independent,Bunch Of Grapes,2190 
PB-37,Syed Muhammad Ashraf Shah,NP,Saw,1965 
PB-37,Ahmed Waleed,Independent,Sheep,975 
PB-37,Mir Sami ullah,PTI,Bat,807 
PB-37,Mir Ahmed Khan Mengal,Independent,Rabbit,539 
PB-37,Muhammad Hanif,Independent,Apple,434 
PB-37,Abdul Wahid,Independent,Slate,310 
PB-37,Mir Muhammad Ulfat,Independent,Radio,278 
PB-37,Saad Ullah,PPPP,Arrow,266 
PB-37,Muhammad Hayat,JUI (Nazryat),Takhti,106 
PB-37,Sana Ullah,TLP,Crane,93 
PB-37,Ali Nawaz Muhammad Hassni,NPCP,Swallow,55 
PB-37,Wadera Sultan Ud din,Independent,Sun Flower,52 
PB-37,Abdul Samad,Independent,Pomegranate,43 
PB-37,Mir Nazeer Ahmed,BNP-A,Camel,42 
PB-37,Habib Khan,PSP,Dolphin,31 
PB-37,Naseer Ahmed Baloch,PST,Table Lamp,29 
PB-37,Mir Babrak,Independent,Mountain,23 
PB-37,Saddam Hussain,Independent,Jeep,19 
PB-37,Muhammad Yousaf,Independent,Binoculars,18 
PB-37,Safqat Ullah,Independent,Human Eye,- 
PB-40,Naimatullah Bizenjo,BAP,Cow,3553 
PB-40,Mir Muhammad,Independent,Rabbit,1838 
PB-40,Liaquat Ali,TLP,Crane,680 
PB-40,Nasrullah,Independent,Sheep,596 
PB-40,Qadeer Ahmed,PPPP,Arrow,291 
PB-40,Mir Shah Bizenjo,NP,Saw,- 
PB-40,Muhammad Akhtar Mengal,BNP,Axe,- 
PB-47,Abdul Rauf Rind,BAP,Cow,11942 
PB-47,Jamil Ahmed Dashti,BNP,Axe,3122 
PB-47,Abdul Rasheed,Independent,Thermos,2269 
PB-47,Aziz Ahmed,NP,Saw,2081 
PB-47,Barkat Ali,BNP-A,Camel,1769 
PB-47,Majid Ali,Independent,House,1022 
PB-47,Munir Ahmed,Independent,Computer,122 
PB-47,Mir Douda Khan Darzada,Independent,Hammer,76 
PB-47,Asma,MMA,Book,51 
PB-47,Bushra,PPPP,Arrow,34 
PB-47,Nadir Shah,Independent,Lock,9 
PB-47,Waris Ali,PTI,Bat,9 
PB-47,Syed Taimoor Shah,Independent,Door,9 
PB-47,Irshad Dhandai,Independent,Generator,8 
PB-47,Abdul Rasheed,Independent,Jeep,- 
PB-47,Mir Muhammad Ali Rind,Independent,Fan,- 
PB-41,Zahid Ali,MMA,Book,14131 
PB-41,Mir Mujib ur Rehman Muhammad Hassani,BAP,Cow,11050 
PB-41,Saif ur Rehman,BNP,Axe,737 
PB-41,Noor Ahmed,Independent,Sheep,578 
PB-41,Mir Ahmed Nawaz Muhammad Hassani,Independent,Rabbit,347 
PB-41,Mir Ehsan Ellahi,Independent,Teapot,209 
PB-41,Sardar Ali Akbar,PTI,Bat,150 
PB-41,Nazar Muhammad,Independent,Jeep,54 
PB-41,Haider Ali,Independent,King,48 
PB-41,Naeem Ullah,PPPP,Arrow,25 
PB-41,Sardar Muhammad Hussain,Independent,Human Eye,21 
PB-41,Khaliq Dad,PRHP,Iron,21 
PB-41,Aziz Ahmed Muhammad Hassani,Independent,Wheel Barrow,2 
PB-41,Sajad Ullah,Independent,Pencil,- 
PB-41,Ibad ur Rehman,Independent,House,- 
PB-6,Noor Muhammad,BAP,Cow,20365 
PB-6,Mohib Ullah,MMA,Book,18846 
PB-6,Abdul Rahim,PMAP,Tree,11732 
PB-6,Abdul Baqi Tareen,ANP,Lantern,4128 
PB-6,Muzamil Shah,Independent,Leaf,1334 
PB-6,Allah Ud Din,JUI (Nazryat),Takhti,412 
PB-6,Haji Khan Muhammad,Independent,Slate,131 
PB-6,Ajab Khan,Independent,Charpai,60 
PB-6,Syed Alam Shah,Independent,Spade,26 
PB-6,Nawab Khan,BNP,Axe,25 
PB-6,Rehmat Ullah,JUI (S),Ladder,24 
PB-6,Muhammad Qasim,Independent,Hen,23 
PB-6,Ahmed Shah,Independent,Apple,12 
PB-6,Obaid Ullah,BNP-A,Camel,- 
PB-6,Sardarzada Akbar Khan,PTI,Bat,- 
PB-6,Muhammad Yasin,Independent,Gun,- 
PB-6,Noor Muhammad,Independent,Suitcase,- 
PB-6,Muhammad Javed,Independent,Jug,- 
PB-45,Zahoor Ahmed Buledai,BAP,Cow,15514 
PB-45,Mir Mohammad Anwar,BNP,Axe,1886 
PB-45,Abdul Aziz,Independent,Oil Tanker,1061 
