name,area,assembly_id
NA-123,Lahore-I,1
NA-124,Lahore-II,1
NA-125,Lahore-III,1
NA-126,Lahore-IV,1
NA-127,Lahore-V,1
NA-128,Lahore-VI,1
NA-129,Lahore-VII,1
NA-130,Lahore-VIII,1
NA-131,Lahore-IX,1
NA-132,Lahore-X,1
NA-133,Lahore-XI,1
NA-134,Lahore-XII,1
NA-135,Lahore-XIII,1
NA-136,Lahore-XIV,1
