constituency_id,candidate_name,symbol_id
NA-36,Ashraf AliKhan,101
NA-36,Ashfaq Ahmad Khan,19
NA-36,Amir Nawaz Khan,287
NA-36,Inam Ullah Khan,12
NA-36,Haji Jamil Ur Rehman Nasir,142
NA-36,Sher Afzal Khan,314
NA-36,Abdul Hayat,277
NA-36,Abdullah,295
NA-36,Aziz Khan,264
NA-36,Imran Ullah Khan,284
NA-36,Imran Nawab,248
NA-36,Gul Razan Shah,11
NA-36,Muhammad Idrees Khan,48
NA-36,Muhammad Anwar,31
NA-36,Muhammad Ali,71
NA-36,Mansoor Kamal Marwat,128
NA-36,Najeeb Ullah Khan,56
NA-36,Naseem Ullah,294
NA-37,Ahmad Habib Ullah Khan Kundi,18
NA-37,Asad Mehmood,31
NA-37,Habib Ullah Khan,19
NA-37,Dawar Khan Kundi,204
NA-37,Saeed AHMAD,172
NA-37,Sami Ullah Khan Burqi,284
NA-37,Abdul Rehman,101
NA-37,Ghulam Badishah,11
NA-37,Faisal Kareem Kundi,266
NA-37,Muhammad Ayoub Khan,149
NA-37,Muhammad Ramzan,264
NA-37,Nawabzada Sadat Khan,93
NA-37,Waqar Ahmad Khan,167
NA-38,Ahmad Kundi,4
NA-38,Akhtar Saeed,284
NA-38,Chaudhary Siraj Ud Din,264
NA-38,Hafeez Ullah,71
NA-38,Hameed Ullah Khan Qadri,153
NA-38,Dawar Khan Kundi,204
NA-38,Saeed Hussain Muhayud Din Gillani,149
NA-38,Ubair Ur Rehman,11
NA-38,Ali Ameen Khan,19
NA-38,Fazal Ur Rehman,31
NA-38,Faisal Kareem Kundi,12
NA-38,Muhammad Ali Raza,218
NA-38,Muhammad Naeem Khan,73
NA-38,Makhdoom Syed Mureed Kazim Shah,220
NA-38,Waqar Ahmad Khan,167
NA-39,Ahtisham Ullah Khan,73
NA-39,Alhaj Sardar Umer FAROOQ khan,32
NA-39,Ubaid Ur Rehman,128
NA-39,Irfan Ullah Khan,100
NA-39,Asmat Ullah,149
NA-39,Fazal Ur Rehman,31
NA-39,Faisal Kareem Kundi,294
NA-39,Qaizar Khan,145
NA-39,Muhammad Aftab Anayat,264
NA-39,Muhammad Akbar Khan,35
NA-39,Muhammad Amir,204
NA-39,Muhammad Maqbool,309
NA-39,Muhammad Yaqoob Sheikh,19
NA-39,Nurang Khan,12
NA-39,Waqar Ahmad Khan,167
NA-40,Israr Ud Din Khan,164
NA-40,Javed Miandad,324
NA-40,Sardar Khan,204
NA-40,Syed Akhun Zada Chattan,12
NA-40,Syed Badshah,279
NA-40,Shoukat Ullah,101
NA-40,Gul Fazal,162
NA-40,Gul Dad Khan,19
NA-40,Muhammad Israr,85
NA-40,Muhammad Asghar,295
NA-40,Muhmmad Akbar Khan,284
NA-40,Maumber Khan,149
NA-40,Naseer Khan,58
NA-40,Hidayt Ullah,109
NA-41,Hafeez Ur Rehman,149
NA-41,Sultan Zaib Khan,101
NA-41,Syed Akhun Zada Chattan,12
NA-41,Shahab Ud Din Khan,164
NA-41,Sher Ahmad,11
NA-41,Salah Ud Din,55
NA-41,Abdul Rasheed,31
NA-41,Abdul Majeed,204
NA-41,Gul Zada,162
NA-41,Gul Zafar Khan,19
NA-41,Muhammad Ayyaz,56
NA-41,Waheed Zaman,85
NA-42,Ahsan Ullah,161
NA-42,Israil,12
NA-42,Bilal Rehman,23
NA-42,Khan Dad,140
NA-42,Rehman Gul,193
NA-42,Zar Khan,284
NA-42,Sajid Khan,19
NA-42,Shah Khalid,204
NA-42,Shafi Ullah,44
NA-42,Abbas Ur Rehman,11
NA-42,Abdul Rehman,101
NA-42,Ghulam Muhammad Sadiq,31
NA-42,Muhammad Iqrar Khan,201
NA-42,Muhammad Saeed,283
NA-42,Mustafa Khan,58
NA-42,Malik Abdul Rehman,42
NA-42,Nisar Ahmad,162
NA-42,Naveed Ali,209
NA-43,Ahsan Ullah,262
NA-43,Alhaj Shahgee Gul Afridi,101
NA-43,Hazrat Wali,12
NA-43,Daulat Shah,118
NA-43,Zar Noor Afridi,283
NA-43,Sardar Azam,284
NA-43,Syeda Jan,162
NA-43,Saidgha Jan,128
NA-43,Shahzaib,44
NA-43,Shakeel Afridi,204
NA-43,Shermat Khan,239
NA-43,Abdul Razzaq Shinwari,34
NA-43,Abdul Nawaz,21
NA-43,Atiq Ullah,161
NA-43,Mohib Ullah,145
NA-43,Muhammad Ejaz,31
NA-43,Nawabzada Muhammad Shah,167
NA-43,Noor Haq AlQadri,19
NA-44,Anwar Khan,149
NA-44,Bilawal Afridi,101
NA-44,Jasam Khan,208
NA-44,Jan Wali,153
NA-44,Jahangir Khan,266
NA-44,Hazrat Wali,201
NA-44,Hameed Ullah Jan Afridi,204
NA-44,Khan Wali,160
NA-44,Dilshad Ullah,330
NA-44,Ruman Khan,18
NA-44,Zahid Ullah,301
NA-44,Saeed Ullah,294
NA-44,Sohail Ahmad,12
NA-44,Syed Karam Shah Afridi,59
NA-44,Saeed Muhammad,235
NA-44,Syed Nawab,145
NA-44,Shah Faisal Afridi,169
NA-44,Shamas Ul dIN,140
NA-44,Mohabbat Khan,196
NA-44,Arat Khan,182
NA-44,Abdul Qayyum Khan,283
NA-44,Ajeeb Khan,177
NA-44,Adnan Nasir,113
NA-44,Izat Ullah,161
NA-44,Atta Ullah Khan,298
NA-44,Imran Khan,62
NA-45,Akhunzada Abdul Wali Khan,162
NA-45,Akhunzada Muhammad Akram Khan,56
NA-45,Aman Ullah Jan,35
NA-45,Badi Uzaman,264
NA-45,JAMAL dAR,167
NA-45,Habib Malik,305
NA-45,Hazrat Nabi,34
NA-45,Hukam Syed,204
NA-45,Hikmat Khan,283
NA-45,Khayal Marjan,149
NA-45,Syed Jamal,19
NA-45,Arif Hussain,12
NA-45,Abdul Rasheed Khan,151
NA-45,Abdul Qadir,11
NA-45,Abdul Kareem Abid,284
NA-45,Abdul Wahid,134
NA-45,Abdul Wali Khan,193
NA-45,Adnan Sattar,101
NA-45,Irfan Ullah,129
NA-45,Asmat Ullah,174
NA-45,Atta Ullah Jan Banghsh,163
NA-45,Farooq AHmad,162
NA-45,Fakhar Zaman Khan,59
NA-45,Fazal Khaliq,266
NA-45,Gul Faraz,169
NA-45,Gulab Khan,218
NA-45,Muhammad Shehzad,330
NA-45,Muhammad Tufail Shaheen,140
NA-45,Muhammad Kabeer,44
NA-45,Muhammad Luqman,164
NA-45,Muhammad Nasir Khan,239
NA-45,Malik Rasheed Ahmad Khan,279
NA-45,Malik Noor Akbar,18
NA-45,Muneer Khan Orakzai,31
NA-45,Noor Akbar,147
NA-45,Noor Muhammad,208
NA-45,Naveed Ahmad Khan,73
NA-45,Niaz Badshah,128
NA-46,Ibrar Hussain,204
NA-46,Jameel Hussain S/O Kamal Hussain,164
NA-46,Jameel Hussain S/O Yousaf Hussain,128
NA-46,Hashmat Hussain,173
NA-46,Zahid Hussain Toorie,196
NA-46,Sajid Hussain Toorie,12
NA-46,Syed Arshad Hussain,149
NA-46,Syed Iqbal Mian,19
NA-46,Syed Munir Syed,277
NA-46,Shabbir Hussain,282
NA-46,Sher Hussain,193
NA-46,Amir Abbas,107
NA-46,Abdul Ghaffar,180
NA-46,Ali Begum Khan,11
NA-46,Anayat Hussain,142
NA-46,Anayat Ali,266
NA-46,Fazal Rabi,147
NA-46,Muhammad Hussain Toorie,208
NA-46,Muhammad Shehzad,330
NA-46,Muhammad Naseeb,220
NA-46,Mehmood Ali Jan,67
NA-46,Mushtaq Ali,239
NA-46,Mansab Ali,34
NA-46,Waqar Ahmad,44
NA-47,Akhtar Gul,193
NA-47,Iqbal Hussain,12
NA-47,Aurangzaib Khan,39
NA-47,Jawad Hussain,19
NA-47,Johar Abbas,266
NA-47,Habib Noor,305
NA-47,Khadim Hussain,101
NA-47,Raj Muhammad,283
NA-47,Rizwan Ullah,44
NA-47,Rafi Ullah,190
NA-47,Speem Gul,153
NA-47,Sohrab,221
NA-47,Syed Anees Ul Hassan,317
NA-47,Muhammad Ayyaz,263
NA-47,Malik Khalid Naeem,56
NA-47,Malik Syed Noor Akbar,204
NA-47,Malik Gul Kareem Khan,241
NA-47,Noor Shaheed Khan,67
NA-48,Ashraf Ullah,326
NA-48,Akbar Ali Khan,204
NA-48,Auragzaib,255
NA-48,Aurangzaib Khan,19
NA-48,Muhammad Aqeel Shah,149
NA-48,Javed Iqbal,317
NA-48,Javed Khan,163
NA-48,Jahanzaib Khan,58
NA-48,Hanif Ullah,174
NA-48,Daud Khan,177
NA-48,Rehman Gull Akhunzada,330
NA-48,Sher Ullah Khan,11
NA-48,Sher Wali Khan,66
NA-48,Saif Ullah,295
NA-48,Zia Ur Rehman,59
NA-48,Qismat Khan Wazir,161
NA-48,Gula Dar Khan,196
NA-48,Mohsin Javed,101
NA-48,Muhammad Iqbal Khan,283
NA-48,Muhammad Deen,271
NA-48,Muhammad Rasool,249
NA-48,Muhammad Umer Akbar Khan,121
NA-48,Muhammad Kamran Khan,24
NA-48,Muhammad Nazir Khan,96
NA-48,Muhammad Niaz Khan,279
NA-48,Misbah Ud Din,31
NA-48,Malik Ghulam Khan,12
NA-48,Malik Fareed Ullah Khan Wazir,139
NA-48,Molana Syed Naik Zaman Haqani,235
NA-48,Noor Buhran,208
NA-48,Naik Amal Khan,284
NA-48,Naik Muhammad Khan,73
NA-48,Humayun Khan S/O Guladar Khan,294
NA-48,Humayun Khan S/O Mir jalil Khan,201
NA-49,Ahmad Hussain,164
NA-49,Asfar Khan,36
NA-49,Jmal Shah,295
NA-49,Jhangir Khan,162
NA-49,Dilawar Khan,284
NA-49,Dilbar Khan,279
NA-49,Dost Muhammad Khan,19
NA-49,Sami Ullah Jan,44
NA-49,Syed Muhammad Zahoor Shah,241
NA-49,Sher Pao,59
NA-49,Sadam Hussain,266
NA-49,Zahir Shah,263
NA-49,Abdul Hameed,142
NA-49,Abdul Raheem Khan Burki,135
NA-49,Abdul Quddos Khan,172
NA-49,Abdullah,140
NA-49,Abdul Majeed,330
NA-49,Atta Mir Khan,58
NA-49,Qayyum Sher,39
NA-49,Muhammad Iqbal,196
NA-49,Muhammad Jamal Ud Din,31
NA-49,Nawab Naik Badshah Mahsud,128
NA-49,Noor Hassan,56
NA-49,Waheed Khan,47
NA-50,Allah Dad Khan,239
NA-50,Aman Ullah,12
NA-50,Anwar Khan S/O Sadoo Khan,235
NA-50,Anwar Khan S/O Umer Khan,100
NA-50,Taj Muhammad,59
NA-50,Sana Ullah Khan,113
NA-50,Javed Iqbal,149
NA-50,Juma Khan,39
NA-50,Hafiz Ul Ameen,279
NA-50,Zarwali Khan,161
NA-50,Syed Tariq Gillani,294
NA-50,Muhammad Abdul Khaliq Khan,140
NA-50,Abdul Rasheed,248
NA-50,Abdullah,28
NA-50,Ajab Gul,3
NA-50,Ghalib Khan,284
NA-50,Muhammad Ayyaz Khan,162
NA-50,Muhammad Asghar Khan,208
NA-50,Muhammad Ilyas,201
NA-50,Muhammad Rehman,158
NA-50,Muhammad Ali,167
NA-50,Muhammad Ghulab,128
NA-50,Muhammad Noor,196
NA-50,Mehmood Alam,31
NA-50,Naseer Ullah Khan,204
NA-50,Noor Hassan,67
NA-50,Nek Muhammad S/O Khadim Khan,29
NA-50,Nek Muhammad S/O Haji Sail Khan,142
NA-51,Ashfaq Khan Bettani,151
NA-51,Akram Ullah,12
NA-51,Aimal Khan,196
NA-51,Baz Gul,149
NA-51,Juma Khan,167
NA-51,Hazrat Nawaz,283
NA-51,Rozi Shah,230
NA-51,Shahi Khan,162
NA-51,Abid Rehman,128
NA-51,Abdul Shakoor,31
NA-51,Abdullah,101
NA-51,Allaudin,239
NA-51,Ghulam Badshah,113
NA-51,Qaisar Jamal,19
NA-51,Kafayat,201
NA-51,Muhammad Sohail Khan Bettani,218
NA-51,Miraj Gull,139
NA-51,Wazir Badshah,11
NA-51,Younas Khan,295
